503,3640,"Homosexuality"
504,3640,"Male Aggression"
505,3640,"Sexuality"
521,3780,"Heterosexuality"
522,3780,"Masculinity"
523,3780,"Femininity"
524,3780,"Film"
525,3780,"Space"
526,3780,"Male Aggression"
541,122,"Male Aggression"
561,157,"Fantasy"
581,3800,"Reproduction"
582,3800,"Birth"
583,3800,"Baby"
584,3800,"Child"
585,3800,"Adult"
586,3800,"Ageing"
587,3800,"Death"
588,3800,"Trajectory"
589,3800,"Ballistic"
590,3800,"Grave"
591,3800,"Life"
592,3800,"Projectile"
601,3820,"Female aggression"
602,3820,"Heterosexual"
603,3820,"Popular culture"
604,3820,"Music"
605,3820,"MTV"
606,3820,"Video"
